word,phonetic,meaning,part_of_speech,level
functional,/ˈfʌŋkʃənəl/,实用的；功能性的,adj.,B2
fundraising,/ˈfʌndˌreɪzɪŋ/,筹款,n.,B2
funeral,/ˈfjunərəl/,葬礼,n.,B2
gambling,/ˈɡæmblɪŋ/,赌博,n.,B2
gathering,/ˈɡæðərɪŋ/,聚会；收集,n.,B2
gaze,/ɡeɪz/,凝视,"n., v.",B2
gear,/ɡɪr/,装备；齿轮,n.,B2
generic,/dʒəˈnɛrɪk/,通用的；一般的,adj.,B2
genocide,/ˈdʒɛnəˌsaɪd/,种族灭绝,n.,B2
gig,/ɡɪɡ/,演出；临时工作,n.,B2
glance,/ɡlæns/,一瞥；扫视,"n., v.",B2
glimpse,/ɡlɪmps/,一瞥；短暂的了解,n.,B2
glorious,/ˈɡlɔriəs/,辉煌的；光荣的,adj.,B2
glory,/ˈɡlɔri/,荣耀；光荣,n.,B2
governance,/ˈɡʌvərnəns/,治理；管理,n.,B2
grace,/ɡreɪs/,优雅；恩典,n.,B2
grasp,/ɡræsp/,抓住；理解,v.,B2
grave,/ɡreɪv/,坟墓；严重的,(for dead person) n.,B2
gravity,/ˈɡrævəti/,重力；严重性,n.,B2
grid,/ɡrɪd/,网格；电网,n.,B2
grief,/ɡrif/,悲痛；悲伤,n.,B2
grin,/ɡrɪn/,咧嘴笑,"v., n.",B2
grind,/ɡraɪnd/,磨；碾；艰苦工作,v.,B2
grip,/ɡrɪp/,紧握；控制,"n., v.",B2
gross,/ɡroʊs/,总的；严重的；粗俗的,adj.,B2
guerrilla,/ɡəˈrɪlə/,游击队员；游击战的,n.,B2
guidance,/ˈɡaɪdəns/,指导；引导,n.,B2
guilt,/ɡɪlt/,内疚；罪责,n.,B2
gut,/ɡʌt/,肠；内脏；勇气,n.,B2
hail,/heɪl/,冰雹；欢呼；招呼,v.,B2
halfway,/ˌhæfˈweɪ/,中途；半路,adv.,B2
halt,/hɔlt/,停止；暂停,"v., n.",B2
handful,/ˈhændˌfʊl/,一把；少数,n.,B2
handling,/ˈhændlɪŋ/,处理；操作,n.,B2
handy,/ˈhændi/,方便的；有用的,adj.,B2
harassment,/ˈhɛrəsmənt/,骚扰,n.,B2
hardware,/ˈhɑrdˌwɛr/,硬件,n.,B2
harmony,/ˈhɑrməni/,和谐；协调,n.,B2
harsh,/hɑrʃ/,严厉的；恶劣的,adj.,B2
harvest,/ˈhɑrvəst/,收获；收割,"n., v.",B2
hatred,/ˈheɪtrɪd/,仇恨,n.,B2
haunt,/hɔnt/,萦绕；经常出没,v.,B2
hazard,/ˈhæzərd/,危险；隐患,n.,B2
heighten,/ˈhaɪtən/,提高；加剧,v.,B2
heritage,/ˈhɛrətɪdʒ/,遗产；传统,n.,B2
hierarchy,/ˈhaɪəˌrɑrki/,等级制度；层级,n.,B2
high-profile,/ˌhaɪ ˈproʊfaɪl/,备受关注的；高知名度的,adj.,B2
hint,/hɪnt/,提示；暗示,"n., v.",B2
homeland,/ˈhoʊmˌlænd/,祖国；家园,n.,B2
hook,/hʊk/,钩子；钩住,v.,B2
hopeful,/ˈhoʊpfəl/,有希望的；乐观的,adj.,B2
horizon,/həˈraɪzən/,地平线；前景,n.,B2
horn,/hɔrn/,角；喇叭,n.,B2
hostage,/ˈhɑstɪdʒ/,人质,n.,B2
hostile,/ˈhɑstəl/,敌对的；不友好的,adj.,B2
hostility,/hɑˈstɪləti/,敌意；敌对,n.,B2
humanitarian,/hjuˌmænəˈtɛriən/,人道主义者；人道主义的,adj.,B2
humanity,/hjuˈmænəti/,人类；人性,n.,B2
humble,/ˈhʌmbəl/,谦逊的；卑微的,adj.,B2
hydrogen,/ˈhaɪdrədʒən/,氢,n.,B2
identification,/aɪˌdɛntəfəˈkeɪʃən/,身份确认；识别,n.,B2
ideological,/ˌaɪdiəˈlɑdʒɪkəl/,意识形态的,adj.,B2
ideology,/ˌaɪdiˈɑlədʒi/,意识形态,n.,B2
idiot,/ˈɪdiət/,白痴；蠢人,n.,B2
ignorance,/ˈɪɡnərəns/,无知,n.,B2
imagery,/ˈɪmɪdʒəri/,意象；图像,n.,B2
immense,/ɪˈmɛns/,巨大的,adj.,B2
imminent,/ˈɪmənənt/,即将发生的,adj.,B2
implementation,/ˌɪmpləmɛnˈteɪʃən/,实施；执行,n.,B2
imprison,/ɪmˈprɪzən/,监禁,v.,B2
inability,/ˌɪnəˈbɪləti/,无能；无法,n.,B2
inadequate,/ɪnˈædəkwət/,不足的；不充分的,adj.,B2
inappropriate,/ˌɪnəˈproʊpriət/,不合适的,adj.,B2
incarcerate,/ɪnˈkɑrsəˌreɪt/,监禁,v.,B2
incarceration,/ɪnˌkɑrsəˈreɪʃən/,监禁,n.,B2
incidence,/ˈɪnsɪdəns/,发生率；发生,n.,B2
inclined,/ɪnˈklaɪnd/,倾向于；倾斜的,adj.,B2
inclusion,/ɪnˈkluʒən/,包含；纳入,n.,B2
incur,/ɪnˈkɝ/,招致；遭受,v.,B2
indicator,/ˈɪndəˌkeɪtər/,指标；指示器,n.,B2
indictment,/ɪnˈdaɪtmənt/,起诉；控告,n.,B2
indigenous,/ɪnˈdɪdʒənəs/,本土的；土著的,adj.,B2
induce,/ɪnˈdus/,促使；引起,v.,B2
indulge,/ɪnˈdʌldʒ/,放纵；沉溺于,v.,B2
inequality,/ˌɪnɪˈkwɑləti/,不平等,n.,B2
infamous,/ˈɪnfəməs/,臭名昭著的,adj.,B2
infant,/ˈɪnfənt/,婴儿,n.,B2
infect,/ɪnˈfɛkt/,感染,v.,B2
inflict,/ɪnˈflɪkt/,施加；使遭受,v.,B2
influential,/ˌɪnfluˈɛnʃəl/,有影响力的,adj.,B2
inherent,/ɪnˈhɪrənt/,固有的；内在的,adj.,B2
inhibit,/ɪnˈhɪbɪt/,抑制；阻碍,v.,B2
initiate,/ɪˈnɪʃiˌeɪt/,开始；发起,v.,B2
inject,/ɪnˈdʒɛkt/,注射；注入,v.,B2
injection,/ɪnˈdʒɛkʃən/,注射；注入,n.,B2
injustice,/ɪnˈdʒʌstɪs/,不公正；不公平,n.,B2
inmate,/ˈɪnˌmeɪt/,囚犯；被拘留者,n.,B2
inquire,/ɪnˈkwaɪr/,询问；调查,v.,B2
insertion,/ɪnˈsɝʃən/,插入；插入物,n.,B2
insider,/ɪnˈsaɪdər/,内部人士,n.,B2
inspect,/ɪnˈspɛkt/,检查；视察,v.,B2
inspection,/ɪnˈspɛkʃən/,检查；视察,n.,B2
inspiration,/ˌɪnspəˈreɪʃən/,灵感；鼓舞,n.,B2
instinct,/ˈɪnstɪŋkt/,本能；直觉,n.,B2
institutional,/ˌɪnstəˈtuʃənəl/,机构的；制度的,adj.,B2
instruct,/ɪnˈstrʌkt/,指导；指示,v.,B2
instrumental,/ˌɪnstrəˈmɛntəl/,有帮助的；仪器的,adj.,B2
insufficient,/ˌɪnsəˈfɪʃənt/,不足的,adj.,B2
insult,/ˈɪnsʌlt/,侮辱；冒犯,"n., v.",B2
intact,/ɪnˈtækt/,完整无损的,adj.,B2
intake,/ˈɪnˌteɪk/,摄入量；吸收,n.,B2
integral,/ˈɪntəɡrəl/,不可或缺的；完整的,adj.,B2
aspire,/əˈspaɪr/,渴望；立志,v.,B2
assassination,/əˌsæsəˈneɪʃən/,暗杀,n.,B2
assault,/əˈsɔlt/,袭击；攻击,"n., v.",B2
assemble,/əˈsɛmbəl/,集合；组装,v.,B2
assembly,/əˈsɛmbli/,集会；组装,n.,B2
assert,/əˈsɝt/,断言；坚持,v.,B2
assertion,/əˈsɝʃən/,断言；主张,n.,B2
assurance,/əˈʃʊrəns/,保证；信心,n.,B2
asylum,/əˈsaɪləm/,庇护；避难所,n.,B2
atrocity,/əˈtrɑsəti/,暴行；残暴行为,n.,B2
attain,/əˈteɪn/,达到；获得,v.,B2
attendance,/əˈtɛndəns/,出席；出勤,n.,B2
attribute,/əˈtrɪbjut/,归因于；属性,"v., n.",B2
auction,/ˈɔkʃən/,拍卖,n.,B2
audit,/ˈɔdɪt/,审计；审核,n.,B2
authentic,/ɔˈθɛntɪk/,真实的；正宗的,adj.,B2
authorize,/ˈɔθəˌraɪz/,授权；批准,v.,B2
auto,/ˈɔtoʊ/,汽车；自动的,n.,B2
autonomy,/ɔˈtɑnəmi/,自治；自主权,n.,B2
autumn,/ˈɔtəm/,秋天,n.,B2
availability,/əˌveɪləˈbɪləti/,可用性；可获得性,n.,B2
await,/əˈweɪt/,等待,v.,B2
backdrop,/ˈbækˌdrɑp/,背景；背景幕,n.,B2
backing,/ˈbækɪŋ/,支持；后盾,n.,B2
backup,/ˈbækˌʌp/,备份；后援,n.,B2
bail,/beɪl/,保释；保释金,n.,B2
ballot,/ˈbælət/,选票；投票,n.,B2
bankruptcy,/ˈbæŋkrəptsi/,破产,n.,B2
banner,/ˈbænər/,横幅；旗帜,n.,B2
bare,/bɛr/,赤裸的；仅仅的,adj.,B2
barrel,/ˈbærəl/,桶；枪管,n.,B2
bass1,/beɪs/,低音；低音提琴,n.,B2
bat,/bæt/,蝙蝠；球棒,v.,B2
battlefield,/ˈbætəlˌfild/,战场,n.,B2
bay,/beɪ/,海湾,n.,B2
beam,/bim/,梁；光束,n.,B2
beast,/bist/,野兽；牲畜,n.,B2
behalf,/bɪˈhæf/,代表；为了,n.,B2
behavioral,/bɪˈheɪvjərəl/,行为的,adj.,B2
beloved,/bɪˈlʌvd/,深爱的；心爱的,adj.,B2
bench,/bɛntʃ/,长凳；法官席,n.,B2
benchmark,/ˈbɛntʃˌmɑrk/,基准；标准,n.,B2
beneath,/bɪˈniθ/,在……下面,prep.,B2
beneficiary,/ˌbɛnəˈfɪʃiˌɛri/,受益人,n.,B2
betray,/bɪˈtreɪ/,背叛；泄露,v.,B2
beverage,/ˈbɛvərɪdʒ/,饮料,n.,B2
bind,/baɪnd/,绑定；捆绑,v.,B2
biography,/baɪˈɑɡrəfi/,传记,n.,B2
bishop,/ˈbɪʃəp/,主教,n.,B2
bizarre,/bɪˈzɑr/,奇怪的；怪异的,adj.,B2
blade,/bleɪd/,刀片；刀刃,n.,B2
blast,/blæst/,爆炸；猛烈冲击,"n., v.",B2
bleed,/blid/,流血,v.,B2
blend,/blɛnd/,混合；融合,"v., n.",B2
bless,/blɛs/,祝福,v.,B2
blessing,/ˈblɛsɪŋ/,祝福；幸事,n.,B2
boast,/boʊst/,吹嘘；自夸,v.,B2
bonus,/ˈboʊnəs/,奖金；红利,n.,B2
booking,/ˈbʊkɪŋ/,预订,n.,B2
boom,/bum/,繁荣；激增；轰鸣,n.,B2
bounce,/baʊns/,弹跳；反弹,v.,B2
boundary,/ˈbaʊndəri/,边界；界限,n.,B2
bow1,/baʊ/,鞠躬；弓,"v., n.",B2
breach,/britʃ/,违反；突破；缺口,"n., v.",B2
breakdown,/ˈbreɪkˌdaʊn/,故障；崩溃；细分,n.,B2
breakthrough,/ˈbreɪkˌθru/,突破；重大进展,n.,B2
breed,/brid/,繁殖；品种,"v., n.",B2
broadband,/ˈbrɔdˌbænd/,宽带,n.,B2
browser,/ˈbraʊzər/,浏览器,n.,B2
brutal,/ˈbrutəl/,残酷的；野蛮的,adj.,B2
buddy,/ˈbʌdi/,朋友；伙伴,n.,B2
buffer,/ˈbʌfər/,缓冲区；缓冲,n.,B2
bulk,/bʌlk/,大部分；体积；大批,n.,B2
burden,/ˈbɝdən/,负担,n.,B2
bureaucracy,/bjʊˈrɑkrəsi/,官僚机构；官僚主义,n.,B2
burial,/ˈbɛriəl/,埋葬；葬礼,n.,B2
burst,/bɝst/,爆发；爆裂,v.,B2
cabinet,/ˈkæbənət/,内阁；橱柜,n.,B2
calculation,/ˌkælkjəˈleɪʃən/,计算,n.,B2
canvas,/ˈkænvəs/,帆布；画布,n.,B2
capability,/ˌkeɪpəˈbɪləti/,能力；性能,n.,B2
capitalism,/ˈkæpətəˌlɪzəm/,资本主义,n.,B2
capitalist,/ˈkæpətəlɪst/,资本主义者；资本家的,adj.,B2
cargo,/ˈkɑrɡoʊ/,货物,n.,B2
carriage,/ˈkærɪdʒ/,马车；车厢,n.,B2
carve,/kɑrv/,雕刻；切割,v.,B2
casino,/kəˈsinoʊ/,赌场,n.,B2
casualty,/ˈkæʒuəlti/,伤亡人员；受害者,n.,B2
catalog,/ˈkætəˌlɔɡ/,目录,n.,B2
cater,/ˈkeɪtər/,迎合；提供餐饮,v.,B2
cattle,/ˈkætəl/,牛；牲畜,n.,B2
caution,/ˈkɔʃən/,谨慎；警告,n.,B2
cautious,/ˈkɔʃəs/,谨慎的,adj.,B2
cease,/sis/,停止；终止,v.,B2
cemetery,/ˈsɛmɪˌtɛri/,墓地,n.,B2
chamber,/ˈtʃeɪmbər/,房间；议院；腔,n.,B2
chaos,/ˈkeɪɑs/,混乱,n.,B2
characterize,/ˈkɛrəktəˌraɪz/,描述；刻画,v.,B2
charm,/tʃɑrm/,魅力；吸引,n.,B2
charter,/ˈtʃɑrtər/,宪章；租用,n.,B2
choir,/ˈkwaɪər/,合唱团,n.,B2
chronic,/ˈkrɑnɪk/,长期的；慢性的,adj.,B2
chunk,/tʃʌŋk/,大块；部分,n.,B2
circulate,/ˈsɝkjəˌleɪt/,流通；循环,v.,B2
circulation,/ˌsɝkjəˈleɪʃən/,流通；循环,n.,B2
citizenship,/ˈsɪtəzənˌʃɪp/,公民身份,n.,B2
civic,/ˈsɪvɪk/,公民的；城市的,adj.,B2
civilian,/səˈvɪljən/,平民；平民的,"n., adj.",B2
clarity,/ˈklɛrəti/,清晰；明确,n.,B2
clash,/klæʃ/,冲突；碰撞,n.,B2
classification,/ˌklæsəfəˈkeɪʃən/,分类；类别,n.,B2
cling,/klɪŋ/,紧紧抓住；依附,v.,B2
clinical,/ˈklɪnɪkəl/,临床的,adj.,B2
closure,/ˈkloʊʒər/,关闭；结束,n.,B2
cluster,/ˈklʌstər/,群；簇,n.,B2
coalition,/ˌkoʊəˈlɪʃən/,联盟；联合,n.,B2
coastal,/ˈkoʊstəl/,沿海的,adj.,B2
cocktail,/ˈkɑkˌteɪl/,鸡尾酒；混合物,n.,B2
cognitive,/ˈkɑɡnətɪv/,认知的,adj.,B2
coincide,/ˌkoʊɪnˈsaɪd/,同时发生；相符,v.,B2
collaborate,/kəˈlæbəˌreɪt/,合作,v.,B2
collaboration,/kəˌlæbəˈreɪʃən/,合作；协作,n.,B2
collective,/kəˈlɛktɪv/,集体的；集体,adj.,B2
collision,/kəˈlɪʒən/,碰撞；冲突,n.,B2
colonial,/kəˈloʊniəl/,殖民的,adj.,B2
columnist,/ˈkɑləmnɪst/,专栏作家,n.,B2
combat,/ˈkɑmbæt/,战斗；与……斗争,"n., v.",B2
commence,/kəˈmɛns/,开始,v.,B2
commentary,/ˈkɑmənˌtɛri/,评论；解说,n.,B2
commentator,/ˈkɑmənˌteɪtər/,评论员；解说员,n.,B2
commerce,/ˈkɑmɝs/,商业；贸易,n.,B2
commissioner,/kəˈmɪʃənər/,专员；委员,n.,B2
commodity,/kəˈmɑdəti/,商品；日用品,n.,B2
communist,/ˈkɑmjənɪst/,共产主义者；共产主义的,adj.,B2
companion,/kəmˈpænjən/,同伴；伴侣,n.,B2
comparable,/ˈkɑmpərəbəl/,可比较的；类似的,adj.,B2
compassion,/kəmˈpæʃən/,同情；怜悯,n.,B2
compel,/kəmˈpɛl/,迫使,v.,B2
compelling,/kəmˈpɛlɪŋ/,令人信服的；引人入胜的,adj.,B2
compensate,/ˈkɑmpənˌseɪt/,补偿；弥补,v.,B2
compensation,/ˌkɑmpənˈseɪʃən/,补偿；赔偿,n.,B2
competence,/ˈkɑmpətəns/,能力；胜任,n.,B2
competent,/ˈkɑmpətənt/,有能力的；胜任的,adj.,B2
compile,/kəmˈpaɪl/,编译；汇编,v.,B2
complement,/ˈkɑmpləmənt/,补充；补足物,v.,B2
complexity,/kəmˈplɛksəti/,复杂性,n.,B2
compliance,/kəmˈplaɪəns/,遵守；合规,n.,B2
complication,/ˌkɑmpləˈkeɪʃən/,复杂情况；并发症,n.,B2
comply,/kəmˈplaɪ/,遵守；服从,v.,B2
composition,/ˌkɑmpəˈzɪʃən/,组成；构成；作文,n.,B2
compromise,/ˈkɑmprəˌmaɪz/,妥协；折中,"n., v.",B2
compute,/kəmˈpjut/,计算,v.,B2
conceal,/kənˈsil/,隐藏；隐瞒,v.,B2
concede,/kənˈsid/,承认；让步,v.,B2
conceive,/kənˈsiv/,构想；设想；怀孕,v.,B2
conception,/kənˈsɛpʃən/,概念；构想,n.,B2
concession,/kənˈsɛʃən/,让步；特许权,n.,B2
condemn,/kənˈdɛm/,谴责；判刑,v.,B2
confer,/kənˈfɝ/,授予；商议,v.,B2
confession,/kənˈfɛʃən/,忏悔；承认,n.,B2
configuration,/kənˌfɪɡjəˈreɪʃən/,配置；结构,n.,B2
confine,/kənˈfaɪn/,限制；禁闭,v.,B2
confirmation,/ˌkɑnfərˈmeɪʃən/,确认；证实,n.,B2
confront,/kənˈfrʌnt/,面对；对抗,v.,B2
confrontation,/ˌkɑnfrənˈteɪʃən/,对抗；冲突,n.,B2
congratulate,/kənˈɡrætʃəˌleɪt/,祝贺,v.,B2
congregation,/ˌkɑŋɡrəˈɡeɪʃən/,会众；集会,n.,B2
congressional,/kənˈɡrɛʃənəl/,国会的,adj.,B2
conquer,/ˈkɑŋkər/,征服；战胜,v.,B2
conscience,/ˈkɑnʃəns/,良知；良心,n.,B2
consciousness,/ˈkɑnʃəsnəs/,意识；知觉,n.,B2
consecutive,/kənˈsɛkjətɪv/,连续的,adj.,B2
consensus,/kənˈsɛnsəs/,共识,n.,B2
consent,/kənˈsɛnt/,同意；许可,"n., v.",B2
conserve,/kənˈsɝv/,保护；节约,v.,B2
consistency,/kənˈsɪstənsi/,一致性；连贯性,n.,B2
consolidate,/kənˈsɑləˌdeɪt/,巩固；合并,v.,B2
constitute,/ˈkɑnstəˌtut/,构成；组成,v.,B2
constitution,/ˌkɑnstəˈtuʃən/,宪法；构成,n.,B2
constitutional,/ˌkɑnstəˈtuʃənəl/,宪法的；体质的,adj.,B2
constraint,/kənˈstreɪnt/,限制；约束,n.,B2
consultation,/ˌkɑnsəlˈteɪʃən/,咨询；磋商,n.,B2
contemplate,/ˈkɑntəmˌpleɪt/,考虑；沉思,v.,B2
contempt,/kənˈtɛmpt/,蔑视；轻视,n.,B2
contend,/kənˈtɛnd/,声称；竞争；争夺,v.,B2
contender,/kənˈtɛndər/,竞争者；争夺者,n.,B2
content2,/kənˈtɛnt/,内容；满足的,adj.,B2
contention,/kənˈtɛnʃən/,争论；主张,n.,B2
continually,/kənˈtɪnjuəli/,不断地；持续地,adv.,B2
contractor,/kənˈtræktər/,承包商,n.,B2
contradiction,/ˌkɑntrəˈdɪkʃən/,矛盾；反驳,n.,B2
contrary,/ˈkɑnˌtrɛri/,相反的；相反,"adj., n.",B2
contributor,/kənˈtrɪbjətər/,贡献者；投稿人,n.,B2
conversion,/kənˈvɝʒən/,转换；转变,n.,B2
convict,/ˈkɑnvɪkt/,罪犯；定罪,v.,B2
conviction,/kənˈvɪkʃən/,定罪；信念,n.,B2
cooperate,/koʊˈɑpəˌreɪt/,合作,v.,B2
cooperative,/koʊˈɑpərətɪv/,合作的；合作社,adj.,B2
coordinate,/koʊˈɔrdəˌneɪt/,协调；坐标,v.,B2
coordination,/koʊˌɔrdəˈneɪʃən/,协调,n.,B2
coordinator,/koʊˈɔrdəˌneɪtər/,协调员,n.,B2
copper,/ˈkɑpər/,铜；铜币,n.,B2
copyright,/ˈkɑpiˌraɪt/,版权,n.,B2
correction,/kəˈrɛkʃən/,纠正；修正,n.,B2
correlate,/ˈkɔrəˌleɪt/,相关；使相互关联,v.,B2
correlation,/ˌkɔrəˈleɪʃən/,相关性,n.,B2
correspond,/ˌkɔrəˈspɑnd/,符合；通信,v.,B2
correspondence,/ˌkɔrəˈspɑndəns/,通信；对应关系,n.,B2
correspondent,/ˌkɔrəˈspɑndənt/,记者；通信者,n.,B2
corresponding,/ˌkɔrəˈspɑndɪŋ/,相应的；对应的,adj.,B2
corrupt,/kəˈrʌpt/,腐败的；使腐败,adj.,B2
corruption,/kəˈrʌpʃən/,腐败,n.,B2
costly,/ˈkɔstli/,昂贵的；代价高的,adj.,B2
councilor,/ˈkaʊnsələr/,议员；委员,n.,B2
counseling,/ˈkaʊnsəlɪŋ/,咨询；辅导,n.,B2
counselor,/ˈkaʊnsələr/,顾问；辅导员,n.,B2
counter,/ˈkaʊntər/,柜台；反击；计数器,(argue against) v.,B2
counterpart,/ˈkaʊntərˌpɑrt/,对应的人或物；副本,n.,B2
countless,/ˈkaʊntləs/,无数的,adj.,B2
coup,/ku/,政变,n.,B2
courtesy,/ˈkɝtəsi/,礼貌；礼仪,n.,B2
craft,/kræft/,工艺；手艺；精心制作,v.,B2
crawl,/krɔl/,爬行,v.,B2
creator,/kriˈeɪtər/,创造者；创作者,n.,B2
credibility,/ˌkrɛdəˈbɪləti/,可信度,n.,B2
credible,/ˈkrɛdəbəl/,可信的,adj.,B2
creep,/krip/,爬行；缓慢移动,v.,B2
critique,/krəˈtik/,批评；评论,n.,B2
crown,/kraʊn/,王冠；加冕,n.,B2
crude,/krud/,粗糙的；原油,adj.,B2
crush,/krʌʃ/,压碎；迷恋,v.,B2
crystal,/ˈkrɪstəl/,水晶；晶体,n.,B2
cult,/kʌlt/,邪教；狂热崇拜,"n., adj.",B2
cultivate,/ˈkʌltəˌveɪt/,培养；种植,v.,B2
curiosity,/ˌkjʊriˈɑsəti/,好奇心,n.,B2
custody,/ˈkʌstədi/,监护；拘留,n.,B2
cutting,/ˈkʌtɪŋ/,切割；削减；尖刻的,n.,B2
cynical,/ˈsɪnɪkəl/,愤世嫉俗的,adj.,B2
dam,/dæm/,水坝；阻挡,n.,B2
damaging,/ˈdæmɪdʒɪŋ/,有害的；破坏性的,adj.,B2
dawn,/dɔn/,黎明；开始出现,n.,B2
debris,/dəˈbri/,残骸；碎片,n.,B2
debut,/deɪˈbju/,首次亮相；首演,n.,B2
decision-making,/dɪˈsɪʒənˌmeɪkɪŋ/,决策,n.,B2
decisive,/dɪˈsaɪsɪv/,决定性的；果断的,adj.,B2
declaration,/ˌdɛkləˈreɪʃən/,声明；宣言,n.,B2
dedicated,/ˈdɛdəˌkeɪtɪd/,专注的；致力于……的,adj.,B2
dedication,/ˌdɛdəˈkeɪʃən/,奉献；投入,n.,B2
deed,/did/,行为；契约,n.,B2
deem,/dim/,认为；视为,v.,B2
default,/dɪˈfɔlt/,默认；违约,n.,B2
defect,/ˈdifɛkt/,缺陷；缺点,n.,B2
defensive,/dɪˈfɛnsɪv/,防御性的；防守的,adj.,B2
deficiency,/dɪˈfɪʃənsi/,缺乏；不足,n.,B2
deficit,/ˈdɛfəsɪt/,赤字；缺口,n.,B2
defy,/dɪˈfaɪ/,违抗；蔑视,v.,B2
delegate,/ˈdɛləɡət/,代表；委派,n.,B2
delegation,/ˌdɛləˈɡeɪʃən/,代表团；委派,n.,B2
delicate,/ˈdɛlɪkət/,精致的；脆弱的,adj.,B2
demon,/ˈdimən/,恶魔；魔鬼,n.,B2
denial,/dɪˈnaɪəl/,否认；拒绝,n.,B2
denounce,/dɪˈnaʊns/,谴责；公开指责,v.,B2
dense,/dɛns/,密集的；稠密的,adj.,B2
density,/ˈdɛnsəti/,密度,n.,B2
dependence,/dɪˈpɛndəns/,依赖；依赖性,n.,B2
depict,/dɪˈpɪkt/,描绘；描述,v.,B2
deploy,/dɪˈplɔɪ/,部署；调动,v.,B2
deployment,/dɪˈplɔɪmənt/,部署；配置,n.,B2
deprive,/dɪˈpraɪv/,剥夺,v.,B2
deputy,/ˈdɛpjəti/,副手；副职,n.,B2
descend,/dɪˈsɛnd/,下降；下沉,v.,B2
descent,/dɪˈsɛnt/,下降；血统,n.,B2
designate,/ˈdɛzɪɡˌneɪt/,指定；指派,v.,B2
desirable,/dɪˈzaɪrəbəl/,理想的；值得拥有的,adj.,B2
desktop,/ˈdɛskˌtɑp/,桌面；台式电脑,n.,B2
destructive,/dɪˈstrʌktɪv/,破坏性的,adj.,B2
detain,/dɪˈteɪn/,拘留；扣留,v.,B2
detection,/dɪˈtɛkʃən/,发现；侦测,n.,B2
detention,/dɪˈtɛnʃən/,拘留；扣押,n.,B2
deteriorate,/dɪˈtɪriəˌreɪt/,恶化；变坏,v.,B2
questionnaire,/ˌkwɛstʃəˈnɛr/,问卷；调查表,n.,B2
racial,/ˈreɪʃəl/,种族的,adj.,B2
racism,/ˈreɪˌsɪzəm/,种族主义；种族歧视,n.,B2
racist,/ˈreɪsɪst/,种族主义者；种族歧视的,"adj., n.",B2
radiation,/ˌreɪdiˈeɪʃən/,辐射；放射,n.,B2
rail,/reɪl/,铁轨；栏杆,n.,B2
random,/ˈrændəm/,随机的,adj.,B2
rat,/ræt/,老鼠；告密者,n.,B2
rating,/ˈreɪtɪŋ/,评级；评分,n.,B2
reasonably,/ˈrizənəbli/,合理地；相当地,adv.,B2
rebuild,/riˈbɪld/,重建；恢复,v.,B2
receiver,/rɪˈsivər/,接收器；接收者,n.,B2
recession,/rɪˈsɛʃən/,经济衰退,n.,B2
reckon,/ˈrɛkən/,认为；计算,v.,B2
recognition,/ˌrɛkəɡˈnɪʃən/,认可；识别,n.,B2
recovery,/rɪˈkʌvəri/,恢复；康复；复苏,n.,B2
recruit,/rɪˈkrut/,招募；新成员,"v., n.",B2
referee,/ˌrɛfəˈri/,裁判；仲裁人,n.,B2
refugee,/ˌrɛfjuˈdʒi/,难民,n.,B2
registration,/ˌrɛdʒɪˈstreɪʃən/,登记；注册,n.,B2
regulate,/ˈrɛɡjəˌleɪt/,监管；调节,v.,B2
reinforce,/ˌriɪnˈfɔrs/,加强；强化,v.,B2
relieve,/rɪˈliv/,缓解；解除,v.,B2
relieved,/rɪˈlivd/,放心的；宽慰的,adj.,B2
remarkable,/rɪˈmɑrkəbəl/,非凡的；显著的,adj.,B2
remarkably,/rɪˈmɑrkəbli/,显著地；非常地,adv.,B2
rental,/ˈrɛntəl/,租赁；租金,n.,B2
reporting,/rɪˈpɔrtɪŋ/,报告；报道,n.,B2
resign,/rɪˈzaɪn/,辞职,v.,B2
resolution,/ˌrɛzəˈluʃən/,解决；决议；分辨率,n.,B2
restore,/rɪˈstɔr/,恢复；修复,v.,B2
restrict,/rɪˈstrɪkt/,限制,v.,B2
restriction,/rɪˈstrɪkʃən/,限制,n.,B2
résumé,/ˈrɛzəˌmeɪ/,简历,n.,B2
retail,/ˈriˌteɪl/,零售；零售的,n.,B2
retirement,/rɪˈtaɪərmənt/,退休,n.,B2
revenue,/ˈrɛvəˌnu/,收入；税收,n.,B2
revision,/rɪˈvɪʒən/,修订；复习,n.,B2
ridiculous,/rɪˈdɪkjələs/,荒谬的；可笑的,adj.,B2
risky,/ˈrɪski/,有风险的,adj.,B2
rival,/ˈraɪvəl/,竞争对手；竞争的,"n., adj.",B2
rob,/rɑb/,抢劫,v.,B2
robbery,/ˈrɑbəri/,抢劫,n.,B2
rocket,/ˈrɑkət/,火箭；猛增,n.,B2
romance,/ˈroʊmæns/,浪漫；爱情故事,n.,B2
rose,/roʊz/,玫瑰；上升,n.,B2
roughly,/ˈrʌfli/,大约；粗略地,adv.,B2
ruin,/ˈruɪn/,毁坏；废墟,"v., n.",B2
satisfaction,/ˌsætəsˈfækʃən/,满意；满足,n.,B2
scandal,/ˈskændəl/,丑闻,n.,B2
scare,/skɛr/,使害怕；恐慌,"v., n.",B2
scenario,/səˈnɛrioʊ/,情景；场景,n.,B2
scholar,/ˈskɑlər/,学者,n.,B2
scholarship,/ˈskɑlərˌʃɪp/,奖学金；学术研究,n.,B2
scratch,/skrætʃ/,抓；刮；划痕,"v., n.",B2
